,OBJECTID,Region,Division,ID,School,Municipali,Legislativ,Total_Enro,Total_Inst,Color_Code,Barangay,Province,District,Type_of_Sc,Rooms_used,Rooms_unused
15862,15863,Region III,Tarlac,106568,Paniqui North CS,PANIQUI,1st,1555,32,Yellow,POBLACION NORTE,TARLAC,Paniqui North,School with no Annexes,34.0,0.0
15863,15864,Region III,Tarlac,106559,Apulid ES,PANIQUI,1st,347,13,Blue,APULID,TARLAC,Paniqui North,School with no Annexes,12.0,0.0
15864,15865,Region III,Tarlac,106571,Sta. Ines ES,PANIQUI,1st,171,6,Blue,STA. INES,TARLAC,Paniqui North,School with no Annexes,6.0,0.0
15865,15866,Region III,Tarlac,106578,Cayanga ES,PANIQUI,1st,134,7,Blue,CAYANGA,TARLAC,Paniqui South,School with no Annexes,6.0,0.0
15866,15867,Region III,Tarlac,106585,Paniqui South CS,PANIQUI,1st,1104,35,Blue,POBLACION SUR,TARLAC,Paniqui South,School with no Annexes,27.0,3.0
15867,15868,Region III,Tarlac,106596,Estipona ES,PURA,1st,501,17,Blue,ESTIPONA,TARLAC,Pura,School with no Annexes,12.0,0.0
15868,15869,Region III,Tarlac,106614,Toledo ES,RAMOS,1st,414,14,Blue,TOLEDO,TARLAC,Ramos,School with no Annexes,12.0,0.0
15869,15870,Region III,Tarlac,106609,Pance ES,RAMOS,1st,527,18,Blue,PANCE,TARLAC,Ramos,School with no Annexes,13.0,0.0
15870,15871,Region III,Tarlac,106610,Ramos CS,RAMOS,1st,647,19,Blue,POBLACION CENTER,TARLAC,Ramos,School with no Annexes,16.0,0.0
15871,15872,Region III,Tarlac,106608,Guiteb ES,RAMOS,1st,414,16,Blue,GUITEB,TARLAC,Ramos,School with no Annexes,12.0,0.0
15872,15873,Region III,Tarlac,300982,Ramos National High School,RAMOS,1st,1045,21,Yellow,POBLACION SOUTH,TARLAC,Ramos,School with no Annexes,20.0,0.0
15873,15874,Region III,Tarlac,106619,Doclong 1st ES,SAN CLEMENTE,1st,90,6,Blue,DOCLONG 1ST,TARLAC,San Clemente,School with no Annexes,6.0,0.0
15874,15875,Region III,Tarlac,106616,Bamban ES,SAN CLEMENTE,1st,245,9,Blue,BAMBAN,TARLAC,San Clemente,School with no Annexes,8.0,0.0
15875,15876,Region III,Tarlac,106620,Doclong 2nd ES,SAN CLEMENTE,1st,87,6,Blue,DOCLONG 2ND,TARLAC,San Clemente,School with no Annexes,5.0,0.0
15876,15877,Region III,Tarlac,106625,San Clemente CS,SAN CLEMENTE,1st,336,15,Blue,POBLACION SUR,TARLAC,San Clemente,School with no Annexes,10.0,3.0
15877,15878,Region III,Tarlac,106624,Pit-Ao ES,SAN CLEMENTE,1st,143,6,Blue,PIT-AO,TARLAC,San Clemente,School with no Annexes,6.0,0.0
15878,15879,Region III,Tarlac,300950,Bamban NHS,SAN CLEMENTE,1st,383,10,Blue,BAMBAN,TARLAC,San Clemente,School with no Annexes,10.0,0.0
15879,15880,Region III,Tarlac,106615,Balloc ES,SAN CLEMENTE,1st,173,8,Blue,BALLOC,TARLAC,San Clemente,School with no Annexes,6.0,0.0
15880,15881,Region III,Tarlac,106657,Salcedo ES,SAN MANUEL,1st,257,12,Blue,SALCEDO,TARLAC,San Manuel,School with no Annexes,9.0,0.0
15881,15882,Region III,Tarlac,300985,San Felipe NHS,SAN MANUEL,1st,841,19,Blue,SAN FELIPE,TARLAC,San Manuel,School with no Annexes,16.0,0.0
15882,15883,Region III,Tarlac,106659,San Felipe ES,SAN MANUEL,1st,494,16,Blue,SAN FELIPE,TARLAC,San Manuel,School with no Annexes,15.0,1.0
15883,15884,Region III,Tarlac,106663,San Narciso ES,SAN MANUEL,1st,160,6,Blue,SAN NARCISO,TARLAC,San Manuel,School with no Annexes,6.0,0.0
15884,15885,Region III,Tarlac,106680,Sta. Ignacia North CS,SANTA IGNACIA,1st,1204,32,Blue,POBLACIN  EAST,TARLAC,Sta. Ignacia,School with no Annexes,28.0,0.0
15885,15886,Region III,Tarlac,106679,San Vicente Elementary School,SANTA IGNACIA,1st,266,7,Blue,SAN VICENTE,TARLAC,Sta. Ignacia,School with no Annexes,7.0,0.0
15886,15887,Region III,Tarlac,300983,Sacata NHS,SANTA IGNACIA,1st,227,12,Blue,SAN  FRANCISCO,TARLAC,Sta. Ignacia,School with no Annexes,8.0,0.0
15887,15888,Region III,Tarlac,106675,Pinpinas ES,SANTA IGNACIA,1st,116,6,Blue,PINPINAS,TARLAC,Sta. Ignacia,School with no Annexes,7.0,0.0
15888,15889,Region III,Tarlac,106667,Caanamongan ES,SANTA IGNACIA,1st,257,8,Blue,CAANAMONGAN,TARLAC,Sta. Ignacia,School with no Annexes,6.0,0.0
15889,15890,Region III,Tarlac,300955,Caanamongan High School,SANTA IGNACIA,1st,243,5,Yellow,CAANAMONGAN,TARLAC,Sta. Ignacia,School with no Annexes,4.0,0.0
15890,15891,Region III,Tarlac,106677,San Francisco ES,SANTA IGNACIA,1st,249,7,Blue,SAN FRANCISCO,TARLAC,Sta. Ignacia,School with no Annexes,6.0,0.0
15891,15892,Region III,Tarlac,106775,Bangar ES,VICTORIA,2nd,237,10,Blue,BANGAR,TARLAC,Victoria East,School with no Annexes,6.0,0.0
15892,15893,Region III,Tarlac,106783,Victoria East CS,VICTORIA,2nd,875,27,Blue,STA.  BARBARA,TARLAC,Victoria East,School with no Annexes,30.0,0.0
15893,15894,Region III,Tarlac,106777,Calibungan ES,VICTORIA,2nd,306,10,Blue,CALIBUNGAN,TARLAC,Victoria East,School with no Annexes,9.0,0.0
15894,15895,Region III,Tarlac,106790,Gabaldon ES,VICTORIA,2nd,435,14,Blue,STA. LUCIA,TARLAC,Victoria West,School with no Annexes,11.0,4.0
15895,15896,Region III,Tarlac,106794,San Andres ES,VICTORIA,2nd,186,9,Blue,SAN ANDRES,TARLAC,Victoria West,School with no Annexes,6.0,0.0
15896,15897,Region III,Tarlac,106797,Victoria West CS,VICTORIA,2nd,1321,38,Blue,SAN NICOLAS,TARLAC,Victoria West,School with no Annexes,35.0,0.0
15897,15898,Region III,Tarlac City,106696,Sto. Cristo ES,CITY OF TARLAC (Capital),2nd,2421,52,Yellow,Sto. Cristo,TARLAC,Tarlac Central,School with no Annexes,54.0,0.0
15898,15899,Region III,Tarlac City,106691,Matatalaib Bato ES,CITY OF TARLAC (Capital),2nd,1566,38,Blue,Matatalaib,TARLAC,Tarlac Central,School with no Annexes,37.0,0.0
15899,15900,Region III,Tarlac City,106694,San Nicolas ES,CITY OF TARLAC (Capital),2nd,663,21,Blue,San Nicolas,TARLAC,Tarlac Central,School with no Annexes,18.0,0.0
15900,15901,Region III,Tarlac City,106727,Tariji ES,CITY OF TARLAC (Capital),2nd,279,7,Blue,Tariji,TARLAC,Tarlac North,School with no Annexes,6.0,0.0
15901,15902,Region III,Tarlac City,106746,San Miguel CS,CITY OF TARLAC (Capital),2nd,1351,30,Blue,SAN MIGUEL,TARLAC,Tarlac South,School with no Annexes,27.0,0.0
15902,15903,Region III,Tarlac City,106741,Maligaya ES,CITY OF TARLAC (Capital),2nd,626,21,Blue,Maligaya,TARLAC,Tarlac South,School with no Annexes,17.0,0.0
15903,15904,Region III,Tarlac City,106734,Burot ES,CITY OF TARLAC (Capital),2nd,524,12,Blue,BUROT,TARLAC,Tarlac South,School with no Annexes,14.0,0.0
15904,15905,Region III,Tarlac City,106745,San Francisco ES,CITY OF TARLAC (Capital),2nd,414,10,Blue,SAN FRANCISCO,TARLAC,Tarlac South,School with no Annexes,10.0,0.0
15905,15906,Region III,Tarlac City,106747,Sapang Tagalog ES,CITY OF TARLAC (Capital),2nd,572,12,Yellow,Sapang Tagalog,TARLAC,Tarlac South,School with no Annexes,11.0,0.0
15906,15907,Region III,Tarlac City,106736,Camp Aquino ES,CITY OF TARLAC (Capital),2nd,232,15,Blue,CAMP AQUINO,TARLAC,Tarlac South,School with no Annexes,7.0,0.0
15907,15908,Region III,Tarlac City,106767,San Vicente ES Main,CITY OF TARLAC (Capital),2nd,1532,43,Blue,SAN VICENTE,TARLAC,Tarlac West,Mother school,40.0,0.0
15908,15909,Region III,Tarlac City,106760,Paquilliao PS,CITY OF TARLAC (Capital),2nd,65,2,Blue,CARE,TARLAC,Tarlac West,School with no Annexes,3.0,0.0
15909,15910,Region III,Tarlac City,106770,Suizo Resettlement ES,CITY OF TARLAC (Capital),2nd,196,7,Blue,Suizo,TARLAC,Tarlac West,School with no Annexes,6.0,0.0
15910,15911,Region III,Tarlac City,106773,Tibag ES,CITY OF TARLAC (Capital),2nd,975,17,Red,TIBAG,TARLAC,Tarlac West,School with no Annexes,18.0,0.0
15911,15912,Region III,Tarlac City,106757,Don F. P. Buan ES (San Luis ES),CITY OF TARLAC (Capital),2nd,341,11,Blue,San Luis,TARLAC,Tarlac West,School with no Annexes,11.0,0.0
15912,15913,Region III,Tarlac City,106755,Carangian ES,CITY OF TARLAC (Capital),2nd,659,14,Yellow,Carangian,TARLAC,Tarlac West,School with no Annexes,13.0,0.0
15913,15914,Region III,Tarlac City,106772,Tarlac West CES,CITY OF TARLAC (Capital),2nd,2435,62,Blue,San Roque,TARLAC,Tarlac West,School with no Annexes,68.0,0.0
15914,15915,Region III,Tarlac City,106765,San Pablo ES,CITY OF TARLAC (Capital),2nd,425,10,Blue,SAN PABLO,TARLAC,Tarlac West,School with no Annexes,11.0,0.0
15915,15916,Region III,Tarlac City,106752,Bacuit ES,CITY OF TARLAC (Capital),2nd,397,9,Blue,Tibag,TARLAC,Tarlac West,School with no Annexes,11.0,0.0
15916,15917,Region III,Tarlac City,106769,Sapang Maragul ES,CITY OF TARLAC (Capital),2nd,675,17,Blue,Sapang Maragul,TARLAC,Tarlac West,School with no Annexes,15.0,0.0
15917,15918,Region III,Tarlac City,106763,San Isidro ES,CITY OF TARLAC (Capital),2nd,1526,32,Yellow,SAN ISIDRO,TARLAC,Tarlac West,School with no Annexes,28.0,0.0
15918,15919,Region III,Zambales,106801,Botolan North CS,BOTOLAN,2nd,367,13,Blue,Tampo,ZAMBALES,Botolan North,School with no Annexes,12.0,0.0
15919,15920,Region III,Zambales,301025,Botolan National High School,BOTOLAN,2nd,1276,32,Blue,Batonlapoc,ZAMBALES,Botolan North,School with no Annexes,26.0,2.0
15920,15921,Region III,Zambales,106802,Danacbunga ES,BOTOLAN,2nd,239,9,Blue,Danacbunga,ZAMBALES,Botolan North,School with no Annexes,6.0,0.0
15921,15922,Region III,Zambales,106798,Bancal ES,BOTOLAN,2nd,118,7,Blue,Bancal,ZAMBALES,Botolan North,School with no Annexes,6.0,0.0
15922,15923,Region III,Zambales,106814,Baquilan Resettlement School I,BOTOLAN,2nd,519,16,Blue,Baquilan Resettlement Area,ZAMBALES,Botolan South,School with no Annexes,13.0,0.0
15923,15924,Region III,Zambales,106799,Batonlapoc ES,BOTOLAN,2nd,140,6,Blue,Batonlapoc,ZAMBALES,Botolan South,School with no Annexes,6.0,2.0
15924,15925,Region III,Zambales,106820,Panan ES,BOTOLAN,2nd,406,13,Blue,Panan,ZAMBALES,Botolan South,School with no Annexes,12.0,0.0
15925,15926,Region III,Zambales,106817,Botolan South CS,BOTOLAN,2nd,577,18,Blue,Paco,ZAMBALES,Botolan South,School with no Annexes,15.0,0.0
15926,15927,Region III,Zambales,106813,Bangan -Capayawan ES,BOTOLAN,2nd,318,11,Blue,Capayawan,ZAMBALES,Botolan South,School with no Annexes,11.0,1.0
15927,15928,Region III,Zambales,106816,Binoclutan ES,BOTOLAN,2nd,136,6,Blue,Binoclutan,ZAMBALES,Botolan South,School with no Annexes,6.0,0.0
15928,15929,Region III,Zambales,106821,Porac ES,BOTOLAN,2nd,262,9,Blue,Porac,ZAMBALES,Botolan South,School with no Annexes,7.0,0.0
15929,15930,Region III,Zambales,106831,Longos ES,CABANGAN,2nd,112,6,Blue,Longos,ZAMBALES,Cabangan,School with no Annexes,6.0,0.0
15930,15931,Region III,Zambales,301010,Cabangan National High School,CABANGAN,2nd,932,19,Yellow,Sta. Rita,ZAMBALES,Cabangan,School with no Annexes,19.0,0.0
15931,15932,Region III,Zambales,106824,Apo-Apo PS,CABANGAN,2nd,89,6,Blue,Apo-Apo,ZAMBALES,Cabangan,School with no Annexes,4.0,1.0
15932,15933,Region III,Zambales,106828,Camiing ES,CABANGAN,2nd,271,8,Blue,Camiing,ZAMBALES,Cabangan,School with no Annexes,8.0,0.0
15933,15934,Region III,Zambales,106838,Sto. Nino PS,CABANGAN,2nd,37,2,Blue,Sto. Niño,ZAMBALES,Cabangan,School with no Annexes,3.0,0.0
15934,15935,Region III,Zambales,106826,Cabangan ES,CABANGAN,2nd,392,14,Blue,San Antonio,ZAMBALES,Cabangan,School with no Annexes,12.0,0.0
15935,15936,Region III,Zambales,106829,Casa-Tondo ES,CABANGAN,2nd,199,6,Blue,Tondo,ZAMBALES,Cabangan,School with no Annexes,6.0,0.0
15936,15937,Region III,Zambales,106834,San Juan ES,CABANGAN,2nd,362,12,Blue,San Juan,ZAMBALES,Cabangan,Mother school,10.0,0.0
15937,15938,Region III,Zambales,106833,San Isidro ES,CABANGAN,2nd,283,8,Blue,San Isidro,ZAMBALES,Cabangan,School with no Annexes,7.0,0.0
15938,15939,Region III,Zambales,106846,Malimanga ES,CANDELARIA,2nd,128,5,Blue,Malimanga,ZAMBALES,Candelaria,School with no Annexes,5.0,0.0
15939,15940,Region III,Zambales,106849,San Roque ES,CANDELARIA,2nd,304,14,Blue,Malabon,ZAMBALES,Candelaria,Mother school,9.0,0.0
15940,15941,Region III,Zambales,106844,Lauis ES,CANDELARIA,2nd,328,13,Blue,Lauis,ZAMBALES,Candelaria,School with no Annexes,10.0,0.0
15941,15942,Region III,Zambales,106840,Binabalian ES,CANDELARIA,2nd,252,8,Blue,Binabalian,ZAMBALES,Candelaria,School with no Annexes,8.0,6.0
15942,15943,Region III,Zambales,106839,Babancal ES,CANDELARIA,2nd,271,10,Blue,Babancal,ZAMBALES,Candelaria,School with no Annexes,8.0,0.0
15943,15944,Region III,Zambales,106841,Candelaria Central,CANDELARIA,2nd,371,18,Blue,Poblacion,ZAMBALES,Candelaria,School with no Annexes,14.0,0.0
15944,15945,Region III,Zambales,106843,Dampay ES,CANDELARIA,2nd,99,7,Blue,Dampay,ZAMBALES,Candelaria,School with no Annexes,6.0,0.0
15945,15946,Region III,Zambales,106866,Sta. Maria ES,CASTILLEJOS,1st,529,24,Blue,San Jose,ZAMBALES,Castillejos,School with no Annexes,13.0,8.0
15946,15947,Region III,Zambales,106856,Castillejos ES,CASTILLEJOS,1st,812,28,Blue,San Juan,ZAMBALES,Castillejos,School with no Annexes,22.0,1.0
15947,15948,Region III,Zambales,106854,Balaybay ES,CASTILLEJOS,1st,507,14,Blue,Balaybay,ZAMBALES,Castillejos,School with no Annexes,12.0,0.0
15948,15949,Region III,Zambales,106862,Pres. Ramon F. Magsaysay ES,CASTILLEJOS,1st,458,12,Blue,San Juan,ZAMBALES,Castillejos,School with no Annexes,12.0,0.0
15949,15950,Region III,Zambales,301015,Castillejos National High School,CASTILLEJOS,1st,1905,40,Yellow,San Roque,ZAMBALES,Castillejos,School with no Annexes,37.0,0.0
15950,15951,Region III,Zambales,106857,Del Pilar ES,CASTILLEJOS,1st,434,14,Blue,Del Pilar,ZAMBALES,Castillejos,School with no Annexes,12.0,0.0
15951,15952,Region III,Zambales,301037,Zambales NHS,IBA (Capital),2nd,2941,64,Blue,Zone 6,ZAMBALES,Iba,Mother school,55.0,0.0
15952,15953,Region III,Zambales,106879,Paulo Abastillas Sr. Mem. School,IBA (Capital),2nd,831,28,Blue,Palanginan,ZAMBALES,Iba,School with no Annexes,24.0,0.0
15953,15954,Region III,Zambales,301004,Amungan NHS,IBA (Capital),2nd,714,13,Gold,Amungan,ZAMBALES,Iba,School with no Annexes,12.0,0.0
15954,15955,Region III,Zambales,106882,Sto. Rosario ES,IBA (Capital),2nd,440,16,Blue,Sto. Rosario,ZAMBALES,Iba,School with no Annexes,12.0,1.0
15955,15956,Region III,Zambales,106869,Amungan ES,IBA (Capital),2nd,657,19,Blue,Amungan,ZAMBALES,Iba,School with no Annexes,19.0,0.0
15956,15957,Region III,Zambales,106893,Masinloc Central,MASINLOC,2nd,1059,34,Blue,South Poblacion,ZAMBALES,Masinloc,School with no Annexes,28.0,3.0
15957,15958,Region III,Zambales,106895,San Lorenzo ES,MASINLOC,2nd,422,12,Blue,San Lorenzo,ZAMBALES,Masinloc,School with no Annexes,12.0,0.0
15958,15959,Region III,Zambales,106899,Taltal ES,MASINLOC,2nd,336,11,Blue,Taltal,ZAMBALES,Masinloc,School with no Annexes,9.0,2.0
15959,15960,Region III,Zambales,106889,Collat ES,MASINLOC,2nd,460,14,Blue,Collat,ZAMBALES,Masinloc,School with no Annexes,14.0,0.0
15960,15961,Region III,Zambales,106898,Sto. Rosario ES,MASINLOC,2nd,273,14,Blue,Sto. Rosario,ZAMBALES,Masinloc,School with no Annexes,9.0,0.0
15961,15962,Region III,Zambales,106912,Locloc ES,PALAUIG,2nd,206,6,Blue,Locloc,ZAMBALES,Palauig,School with no Annexes,6.0,0.0
15962,15963,Region III,Zambales,106917,Pangolingan ES,PALAUIG,2nd,210,8,Blue,Pangolingan,ZAMBALES,Palauig,School with no Annexes,7.0,0.0
15963,15964,Region III,Zambales,106903,Alwa ES,PALAUIG,2nd,75,3,Blue,Alwa,ZAMBALES,Palauig,School with no Annexes,3.0,0.0
15964,15965,Region III,Zambales,106918,Zacarias L. Antiller ES,PALAUIG,2nd,389,16,Blue,Salaza,ZAMBALES,Palauig,School with no Annexes,12.0,0.0
15965,15966,Region III,Zambales,106911,Lipay ES,PALAUIG,2nd,224,7,Blue,Lipay,ZAMBALES,Palauig,School with no Annexes,7.0,0.0
15966,15967,Region III,Zambales,106910,Liozon ES,PALAUIG,2nd,475,12,Blue,Liozon,ZAMBALES,Palauig,School with no Annexes,12.0,0.0
15967,15968,Region III,Zambales,301027,Rofulo M. Landa HS (Salaza NHS),PALAUIG,2nd,1063,17,Red,Salaza,ZAMBALES,Palauig,School with no Annexes,18.0,0.0
15968,15969,Region III,Zambales,106906,Cauyan ES,PALAUIG,2nd,136,6,Blue,Cauyan,ZAMBALES,Palauig,School with no Annexes,6.0,5.0
15969,15970,Region III,Zambales,106904,Bato ES,PALAUIG,2nd,482,14,Blue,Bato,ZAMBALES,Palauig,School with no Annexes,13.0,0.0
15970,15971,Region III,Zambales,160505,Anthony Arana Guatlo ES,PALAUIG,2nd,243,7,Blue,Sto. Niño,ZAMBALES,Palauig,School with no Annexes,6.0,0.0
15971,15972,Region III,Zambales,106909,Emiliano M. Aragon Mem. ES,PALAUIG,2nd,162,6,Blue,San Juan,ZAMBALES,Palauig,School with no Annexes,6.0,0.0
15972,15973,Region III,Zambales,106916,Palauig Central School,PALAUIG,2nd,598,20,Blue,West Poblacion,ZAMBALES,Palauig,School with no Annexes,19.0,0.0
15973,15974,Region III,Zambales,106919,San Vicente ES,PALAUIG,2nd,165,6,Blue,San Vicente,ZAMBALES,Palauig,School with no Annexes,6.0,0.0
15974,15975,Region III,Zambales,106905,Bulawen ES,PALAUIG,2nd,767,19,Blue,Bulawen,ZAMBALES,Palauig,School with no Annexes,19.0,0.0
15975,15976,Region III,Zambales,301028,Locloc National High School,PALAUIG,2nd,549,12,Blue,Locloc,ZAMBALES,Palauig,Mother school,11.0,0.0
15976,15977,Region III,Zambales,106902,A.P. Decano Memorial ES,PALAUIG,2nd,259,9,Blue,Garreta,ZAMBALES,Palauig,School with no Annexes,8.0,0.0
15977,15978,Region III,Zambales,106928,San Nicolas ES,SAN ANTONIO,2nd,346,13,Blue,San Nicolas,ZAMBALES,San Antonio,School with no Annexes,10.0,0.0
15978,15979,Region III,Zambales,106925,San Gregorio ES,SAN ANTONIO,2nd,503,17,Blue,San Gregorio,ZAMBALES,San Antonio,School with no Annexes,9.0,0.0
15979,15980,Region III,Zambales,106926,San Juan ES,SAN ANTONIO,2nd,235,7,Blue,San Juan,ZAMBALES,San Antonio,School with no Annexes,7.0,0.0
15980,15981,Region III,Zambales,106924,San Esteban ES,SAN ANTONIO,2nd,152,6,Blue,San Esteban,ZAMBALES,San Antonio,School with no Annexes,7.0,0.0
15981,15982,Region III,Zambales,106923,San Antonio CS,SAN ANTONIO,2nd,512,14,Blue,Rizal,ZAMBALES,San Antonio,School with no Annexes,12.0,0.0
15982,15983,Region III,Zambales,301032,San Miguel NHS,SAN ANTONIO,2nd,486,8,Red,San Nicolas,ZAMBALES,San Antonio,Mother school,10.0,0.0
15983,15984,Region III,Zambales,106929,T.R.Yangco Memo.ES,SAN ANTONIO,2nd,611,18,Blue,Burgos,ZAMBALES,San Antonio,School with no Annexes,18.0,0.0
15984,15985,Region III,Zambales,106936,San Felipe ES (East),SAN FELIPE,2nd,281,12,Blue,Feria,ZAMBALES,San Felipe,School with no Annexes,10.0,1.0
15985,15986,Region III,Zambales,301021,Gov Manuel Barretto National High School,SAN FELIPE,2nd,523,20,Blue,Maloma,ZAMBALES,San Felipe,Mother school,13.0,0.0
15986,15987,Region III,Zambales,106934,Maloma Community ES,SAN FELIPE,2nd,462,15,Blue,Maloma,ZAMBALES,San Felipe,School with no Annexes,13.0,0.0
15987,15988,Region III,Zambales,106941,Sto. Tomas ES,SAN FELIPE,2nd,161,8,Blue,Farañal,ZAMBALES,San Felipe,School with no Annexes,7.0,9.0
15988,15989,Region III,Zambales,106940,Sto. Nino ES,SAN FELIPE,2nd,433,19,Blue,Sto. Niño,ZAMBALES,San Felipe,School with no Annexes,13.0,4.0
15989,15990,Region III,Zambales,106939,Sindol ES,SAN FELIPE,2nd,215,9,Blue,Sindol,ZAMBALES,San Felipe,School with no Annexes,8.0,0.0
15990,15991,Region III,Zambales,106955,San Marcelino ES,SAN MARCELINO,1st,892,34,Blue,Burgos,ZAMBALES,San Marcelino,School with no Annexes,26.0,12.0
15991,15992,Region III,Zambales,106942,Aglao ES,SAN MARCELINO,1st,193,9,Blue,Aglao,ZAMBALES,San Marcelino,School with no Annexes,7.0,2.0
15992,15993,Region III,Zambales,106958,Sta. Fe ES,SAN MARCELINO,1st,142,6,Blue,Sta. Fe,ZAMBALES,San Marcelino,School with no Annexes,6.0,0.0
15993,15994,Region III,Zambales,106959,Alusiis ES,SAN NARCISO,2nd,117,9,Blue,Alusiis,ZAMBALES,San Narciso,School with no Annexes,7.0,3.0
15994,15995,Region III,Zambales,106961,Consuelo ES,SAN NARCISO,2nd,59,3,Blue,Consuelo,ZAMBALES,San Narciso,School with no Annexes,1.0,2.0
15995,15996,Region III,Zambales,106971,San Pascual ES,SAN NARCISO,2nd,151,8,Blue,San Pascual,ZAMBALES,San Narciso,School with no Annexes,6.0,0.0
15996,15997,Region III,Zambales,301023,Namatacan NHS,SAN NARCISO,2nd,127,5,Blue,Namatacan,ZAMBALES,San Narciso,School with no Annexes,4.0,0.0
15997,15998,Region III,Zambales,106968,San Jose-Patrocinio ES,SAN NARCISO,2nd,318,13,Blue,Patrocinio,ZAMBALES,San Narciso,School with no Annexes,11.0,1.0
15998,15999,Region III,Zambales,106972,San Rafael-Natividad ES,SAN NARCISO,2nd,186,9,Blue,San Rafael,ZAMBALES,San Narciso,School with no Annexes,6.0,0.0
15999,16000,Region III,Zambales,106964,La Paz ES,SAN NARCISO,2nd,384,16,Blue,La Paz,ZAMBALES,San Narciso,School with no Annexes,12.0,4.0
16000,16001,Region III,Zambales,106970,San Narciso Elementary School,SAN NARCISO,2nd,486,20,Blue,San Rafael,ZAMBALES,San Narciso,School with no Annexes,14.0,0.0
16001,16002,Region III,Zambales,106962,Dallipawen ES,SAN NARCISO,2nd,114,5,Blue,Dallipawen,ZAMBALES,San Narciso,School with no Annexes,6.0,0.0
16002,16003,Region III,Zambales,106969,San Juan-Candelaria ES,SAN NARCISO,2nd,235,13,Blue,Candelaria,ZAMBALES,San Narciso,School with no Annexes,7.0,3.0
16003,16004,Region III,Zambales,106965,Namatacan ES,SAN NARCISO,2nd,191,9,Blue,Namatacan,ZAMBALES,San Narciso,School with no Annexes,7.0,0.0
16004,16005,Region III,Zambales,301017,La Paz NHS,SAN NARCISO,2nd,593,17,Blue,La Paz,ZAMBALES,San Narciso,School with no Annexes,14.0,0.0
16005,16006,Region III,Zambales,106986,Sta. Cruz North CS,SANTA CRUZ,2nd,961,34,Blue,Poblacion South,ZAMBALES,Sta. Cruz North,School with no Annexes,26.0,0.0
16006,16007,Region III,Zambales,106979,Don Marcelo C. Marty ES,SANTA CRUZ,2nd,798,24,Blue,Poblacion North,ZAMBALES,Sta. Cruz North,School with no Annexes,20.0,0.0
16007,16008,Region III,Zambales,106984,Pagatpat ES,SANTA CRUZ,2nd,342,12,Blue,Pagatpat,ZAMBALES,Sta. Cruz North,School with no Annexes,11.0,0.0
16008,16009,Region III,Zambales,301033,Sta. Cruz NHS,SANTA CRUZ,2nd,639,18,Blue,Malabago,ZAMBALES,Sta. Cruz North,Mother school,15.0,0.0
16009,16010,Region III,Zambales,106985,Pamonoran ES,SANTA CRUZ,2nd,153,6,Blue,Pamonoran,ZAMBALES,Sta. Cruz North,School with no Annexes,6.0,0.0
16010,16011,Region III,Zambales,301034,Sta. Cruz NHS - Lipay HS,SANTA CRUZ,2nd,813,16,Yellow,Poblacion South,ZAMBALES,Sta. Cruz South,School with no Annexes,16.0,0.0
16011,16012,Region III,Zambales,106996,Pecson Mem. ES,SANTA CRUZ,2nd,222,7,Blue,Biay,ZAMBALES,Sta. Cruz South,School with no Annexes,8.0,0.0
16012,16013,Region III,Zambales,301036,Subic National High School,SUBIC,1st,3490,40,Red,Mangan-Vaca,ZAMBALES,Subic,Mother school,42.0,0.0
